動画ID,タイトル,公開日,視聴回数,高評価,コメント数,CTR(%),平均視聴維持率(%),インプレッション,登録者増減,傾向メモ,改善案
001,【催眠誘導】考えすぎを止める30分ヒプノセラピー,,,,,,,,,,
